,id,title,genres,keywords,budget,revenue,popularity,vote_average,vote_count,runtime,release_date,original_language,production_countries,production_companies,cast,crew
45,105,Back to the Future,"['Adventure', 'Comedy', 'Science Fiction', 'Family']","['clock tower', 'car race', 'terrorist', 'delorean', 'lightning', 'guitar', 'sports car', 'inventor', 'journey in the past', 'time travel', 'race against time', 'partner', 'misfit', 'mad scientist', 'fish out of water', 'teenage love', 'destiny', 'hidden identity', 'odd couple', 'escapade', 'disorder', 'chases and races', 'love and romance', 'teenage life', 'changing the past or future']",19000000,381109762,76.60,8.00,6079,116,1985,en,['United States of America'],"['Universal Pictures', 'Amblin Entertainment', 'U-Drive Productions']","['Michael J. Fox', 'Christopher Lloyd', 'Lea Thompson', 'Crispin Glover', 'Thomas F. Wilson', 'Claudia Wells', 'Marc McClure', 'Wendie Jo Sperber', 'George DiCenzo', 'Frances Lee McCain']",['Robert Zemeckis']
46,106,Predator,"['Science Fiction', 'Action', 'Adventure', 'Thriller']","['central and south america', 'predator', 'alien', 'stalking', 'invisible', 'commando', '3d']",18000000,98235548,50.01,7.30,2093,107,1987,en,['United States of America'],"['Twentieth Century Fox Film Corporation', 'Lawrence Gordon Productions', 'Davis Entertainment', 'Silver Pictures', 'Amercent Films', 'American Entertainment Partners L.P.']","['Arnold Schwarzenegger', 'Carl Weathers', 'Elpidia Carrillo', 'Bill Duke', 'Jesse Ventura', 'Sonny Landham', 'Richard Chaves', 'R. G. Armstrong', 'Shane Black', 'Kevin Peter Hall']",['John McTiernan']
47,107,Snatch,"['Thriller', 'Crime']","['gypsy', 'trailer park', 'pig', 'sport', 'receiving of stolen goods', 'cockney accent', 'diamond']",10000000,83557872,53.60,7.70,2912,103,2000,en,"['United Kingdom', 'United States of America']","['Columbia Pictures Corporation', 'Screen Gems', 'SKA Films']","['Jason Statham', 'Brad Pitt', 'Vinnie Jones', 'Dennis Farina', 'Benicio del Toro', 'Stephen Graham', 'Alan Ford', 'Rade Serbedzija', 'Robbie Gee', 'Lennie James']",['Guy Ritchie']
48,111,Scarface,"['Action', 'Crime', 'Drama', 'Thriller']","['miami', 'corruption', 'capitalism', 'cuba', 'prohibition', 'brother sister relationship', 'loss of sister', 'cocaine', 'cult film']",25000000,65884703,70.11,8.00,2948,170,1983,en,['United States of America'],['Universal Pictures'],"['Al Pacino', 'Steven Bauer', 'Michelle Pfeiffer', 'Mary Elizabeth Mastrantonio', 'Robert Loggia', 'Miriam Colón', 'F. Murray Abraham', 'Paul Shenar', 'Harris Yulin', 'Ángel Salazar']",['Brian De Palma']
49,114,Pretty Woman,"['Romance', 'Comedy']","['prostitute', 'capitalism', 'cinderella', 'expensive restaurant', 'sports car', 'workaholic', 'friendship', 'los angeles', 'piano']",14000000,463000000,45.47,7.00,1746,119,1990,en,['United States of America'],"['Touchstone Pictures', 'Silver Screen Partners IV']","['Julia Roberts', 'Richard Gere', 'Ralph Bellamy', 'Jason Alexander', 'Héctor Elizondo', 'Larry Miller', 'Laura San Giacomo', 'Alex Hyde-White', 'Elinor Donahue', 'Amy Yasbeck']",['Garry Marshall']
50,115,The Big Lebowski,"['Comedy', 'Crime']","['white russian', 'dude', 'bowling', 'vietnam veteran', 'carpet', 'nihilism', 'heart attack', 'kidnapping', 'lsd', 'marijuana', 'los angeles', 'millionaire', 'cowboy', 'ashes', 'impregnation', 'bowling team', 'unemployed', 'bowling ball']",15000000,46189568,49.23,7.80,2926,117,1998,en,"['United Kingdom', 'United States of America']","['Gramercy Pictures', 'PolyGram Filmed Entertainment', 'Working Title Films']","['Jeff Bridges', 'John Goodman', 'Julianne Moore', 'Steve Buscemi', 'Philip Seymour Hoffman', 'David Huddleston', 'John Turturro', 'Tara Reid', 'Sam Elliott', 'Ben Gazzara']",['Joel Coen']
51,116,Match Point,"['Drama', 'Thriller', 'Crime', 'Romance']","['love triangle', 'london england', 'upper class', 'adultery', 'tennis', 'love', 'wealth', 'lust', 'instructor', 'social climbing', 'actress']",15000000,85306374,30.67,7.30,1105,124,2005,en,"['Ireland', 'Luxembourg', 'Russia', 'United Kingdom', 'United States of America']",['DreamWorks'],"['Jonathan Rhys Meyers', 'Scarlett Johansson', 'Emily Mortimer', 'Brian Cox', 'Penelope Wilton', 'James Nesbitt', 'Ewen Bremner', 'Miranda Raison', 'Margaret Tyzack', 'Rupert Penry-Jones']",['Woody Allen']
52,117,The Untouchables,"['Crime', 'Drama', 'History', 'Thriller']","['white suit', '1930s']",25000000,76270454,38.27,7.60,1384,119,1987,en,['United States of America'],['Paramount Pictures'],"['Kevin Costner', 'Sean Connery', 'Charles Martin Smith', 'Andy García', 'Robert De Niro', 'Richard Bradford', 'Jack Kehoe', 'Brad Sullivan', 'Billy Drago', 'Patricia Clarkson']",['Brian De Palma']
53,118,Charlie and the Chocolate Factory,"['Adventure', 'Comedy', 'Family', 'Fantasy']","['london england', 'father son relationship', 'chocolate', 'factory worker', 'based on novel', 'parents kids relationship', 'candy', 'overweight child', 'grandfather grandson relationship', 'teacher']",150000000,474968763,53.91,6.70,3624,115,2005,en,"['Australia', 'United Kingdom', 'United States of America']","['Village Roadshow Pictures', 'The Zanuck Company', 'Warner Bros.', 'Tim Burton Productions', 'Plan B Entertainment', 'Theobald Film Productions']","['Johnny Depp', 'Freddie Highmore', 'David Kelly', 'AnnaSophia Robb', 'Julia Winter', 'Jordan Fry', 'Philip Wiegratz', 'Helena Bonham Carter', 'Noah Taylor', 'Missi Pyle']",['Tim Burton']
54,120,The Lord of the Rings: The Fellowship of the Ring,"['Adventure', 'Fantasy', 'Action']","['elves', 'dwarves', 'orcs', 'middle-earth (tolkien)', 'hobbit', 'based on novel', 'mountains', 'fireworks', 'castle', 'volcano', 'password', 'death of a friend', 'uncle', 'mirror', 'wizard', 'sword and sorcery']",93000000,871368364,138.05,8.00,8705,178,2001,en,"['New Zealand', 'United States of America']","['WingNut Films', 'New Line Cinema', 'The Saul Zaentz Company']","['Elijah Wood', 'Ian McKellen', 'Cate Blanchett', 'Orlando Bloom', 'Sean Bean', 'Viggo Mortensen', 'Hugo Weaving', 'Liv Tyler', 'John Rhys-Davies', 'Christopher Lee']",['Peter Jackson']
55,121,The Lord of the Rings: The Two Towers,"['Adventure', 'Fantasy', 'Action']","['elves', 'orcs', 'middle-earth (tolkien)', 'hobbit', 'based on novel', 'explosive', 'cave', 'fort', 'army', 'mission', 'attack', 'wizard', 'ring', 'sword and sorcery']",79000000,926287400,106.91,8.00,7487,179,2002,en,"['New Zealand', 'United States of America']","['WingNut Films', 'New Line Cinema', 'The Saul Zaentz Company']","['Elijah Wood', 'Ian McKellen', 'Viggo Mortensen', 'Liv Tyler', 'Orlando Bloom', 'John Rhys-Davies', 'Christopher Lee', 'Sean Astin', 'Billy Boyd', 'Dominic Monaghan']",['Peter Jackson']
56,122,The Lord of the Rings: The Return of the King,"['Adventure', 'Fantasy', 'Action']","['elves', 'orcs', 'middle-earth (tolkien)', 'based on novel', 'suspicion', 'bravery', 'war', 'honor', 'troll', 'brutality', 'violence', 'ghost', 'quest', 'sword and sorcery']",94000000,1118888979,123.63,8.10,8064,201,2003,en,"['New Zealand', 'United States of America']","['WingNut Films', 'New Line Cinema']","['Elijah Wood', 'Ian McKellen', 'Viggo Mortensen', 'Liv Tyler', 'Orlando Bloom', 'John Rhys-Davies', 'Sean Astin', 'Billy Boyd', 'Dominic Monaghan', 'Andy Serkis']",['Peter Jackson']
57,128,Princess Mononoke,"['Adventure', 'Fantasy', 'Animation']","['fight', 'wolf', 'village and town', 'iron', 'wild boar', 'friendship', 'princess', 'good vs evil', 'anime']",26500000,159375308,60.73,8.20,1983,134,1997,ja,['Japan'],"['Miramax Films', 'Studio Ghibli', 'Nibariki', 'Nippon Television Network (NTV)']","['Yōji Matsuda', 'Yuriko Ishida', 'Yūko Tanaka', 'Kaoru Kobayashi', 'Masahiko Nishimura', 'Tsunehiko Kamijô', 'Sumi Shimamoto', 'Tetsu Watanabe', 'Mitsuru Satô', 'Akira Nagoya']",['Hayao Miyazaki']
58,129,Spirited Away,"['Fantasy', 'Adventure', 'Animation', 'Family']","['witch', 'parents kids relationship', 'magic', 'twilight', 'darkness', 'village and town', 'pig', 'ghost world', 'biology', 'train', 'amusement park', 'anime']",15000000,274925095,118.97,8.30,3840,125,2001,ja,['Japan'],['Studio Ghibli'],"['Rumi Hiiragi', 'Miyu Irino', 'Mari Natsuki', 'Takashi Naito', 'Yasuko Sawaguchi', 'Tatsuya Gashûin', 'Yumi Tamai', 'Yo Oizumi', 'Koba Hayashi', 'Tsunehiko Kamijô']",['Hayao Miyazaki']
59,134,"O Brother, Where Art Thou?","['Action', 'Adventure', 'Comedy']","['prophecy', 'southern usa', 'music record', 'country music', 'mississippi', 'seduction', 'musical', 'fraud']",26000000,71868327,39.74,7.30,1112,106,2000,en,"['France', 'United Kingdom', 'United States of America']","['Universal Pictures', 'Mike Zoss Productions', 'Studio Canal', 'Touchstone Pictures', 'Working Title Films']","['George Clooney', 'John Turturro', 'Tim Blake Nelson', 'John Goodman', 'Holly Hunter', 'Chris Thomas King', 'Charles Durning', 'Del Pentecost', 'Michael Badalucco', 'J.R. Horne']",['Joel Coen']
60,137,Groundhog Day,"['Romance', 'Fantasy', 'Drama', 'Comedy']","['deja vu', 'weather forecast', 'telecaster', 'pennsylvania', 'alarm clock', 'winter', 'time warp', 'time loop', 'cult film', 'existentialism']",14600000,70906973,52.74,7.40,2301,101,1993,en,['United States of America'],['Columbia Pictures'],"['Bill Murray', 'Andie MacDowell', 'Chris Elliott', 'Stephen Tobolowsky', 'Brian Doyle-Murray', 'Angela Paton', 'Rick Ducommun', 'Rick Overton', 'Robin Duke', 'Willie Garson']",['Harold Ramis']
61,141,Donnie Darko,"['Fantasy', 'Drama', 'Mystery']","['parents kids relationship', 'airplane', 'time travel', 'school presentation', 'school performance', 'suburbia', 'vision', 'morality', 'teenager']",6000000,1270522,61.21,7.70,3452,113,2001,en,['United States of America'],"['Pandora Cinema', 'Flower Films', 'Adam Fields Productions']","['Jake Gyllenhaal', 'Jena Malone', 'Patrick Swayze', 'Maggie Gyllenhaal', 'Drew Barrymore', 'Beth Grant', 'Holmes Osborne', 'Daveigh Chase', 'Mary McDonnell', 'James Duval']",['Richard Kelly']
62,142,Brokeback Mountain,"['Drama', 'Romance']","['gay', 'countryside', 'homophobia', 'loss of lover', 'wyoming', 'rodeo', 'father murder', 'horseback riding', 'intolerance', 'daughter', 'marriage crisis', 'secret love', 'cowboy', 'star crossed lovers']",14000000,178043761,44.14,7.50,1480,134,2005,en,"['Canada', 'United States of America']","['River Road Entertainment', 'Alberta Film Entertainment', 'Focus Features', 'Good Machine']","['Heath Ledger', 'Jake Gyllenhaal', 'Randy Quaid', 'Michelle Williams', 'Anne Hathaway', 'Larry Reese', 'Valerie Planche', 'Marty Antonini', 'Linda Cardellini', 'Anna Faris']",['Ang Lee']
63,146,"Crouching Tiger, Hidden Dragon","['Adventure', 'Drama', 'Action', 'Romance']","['flying', 'martial arts', 'taskmaster', 'comb', 'tiger', 'theft']",17000000,213525736,45.74,7.20,927,120,2000,zh,"['China', 'Hong Kong', 'Taiwan', 'United States of America']","['Sony Pictures Classics', 'China Film Co-Production Corporation', 'Columbia Pictures Film Production Asia', 'Good Machine', 'EDKO Film', 'Asia Union Film & Entertainment Ltd.', 'United China Vision', 'Zoom Hunt International Productions Company Ltd.']","['Chow Yun-fat', 'Michelle Yeoh', 'Zhang Ziyi', 'Chang Chen', 'Cheng Pei-Pei', 'Sihung Lung', 'Fa Zeng Li', 'Su Ying Huang', 'Xian Gao', 'Yan Hai']",['Ang Lee']
64,149,Akira,"['Science Fiction', 'Animation']","['saving the world', 'total destruction', 'megacity', 'street gang', 'underground', 'general', 'stadium', 'experiment', 'atomic bomb', 'mutation', 'dystopia', 'army', 'cyberpunk', 'anime', 'motorcycle gangs']",8000000,553171,39.34,7.80,773,124,1988,ja,['Japan'],"['Bandai Visual Company', 'Toho Company', 'Mainichi Broadcasting System (MBS)', 'Kodansha', 'Tokyo Movie Shinsha (TMS)', 'TMS Entertainment', 'Akira Committee Company Ltd.', 'Sumitomo Corporation']","['Mitsuo Iwata', 'Nozomu Sasaki', 'Mami Koyama', 'Tesshou Genda', 'Hiroshi Ohtake', 'Kōichi Kitamura', 'Yuriko Fuchizaki', 'Masaaki Ōkura', 'Takeshi Kusao', 'Kazuhiro Kamifuji']",['Katsuhiro Ōtomo']
65,152,Star Trek: The Motion Picture,"['Science Fiction', 'Adventure', 'Mystery']","['artificial intelligence', 'uss enterprise', 'starfleet', 'san francisco', 'self sacrifice', 'spacecraft', 'klingon', 'vulcan', 'space opera']",35000000,139000000,24.62,6.20,530,132,1979,en,['United States of America'],['Paramount Pictures'],"['William Shatner', 'Leonard Nimoy', 'DeForest Kelley', 'James Doohan', 'George Takei', 'Walter Koenig', 'Nichelle Nichols', 'Majel Barrett', 'Persis Khambatta', 'Stephen Collins']",['Robert Wise']
66,153,Lost in Translation,['Drama'],"['upper class', 'hotel room', 'age difference', 'commercial', 'karaoke', 'homesickness', 'culture clash', 'pop star', 'unsociability', 'aftercreditsstinger', 'woman director']",4000000,119723856,45.67,7.30,1895,102,2003,en,"['Japan', 'United States of America']",['American Zoetrope'],"['Bill Murray', 'Scarlett Johansson', 'Anna Faris', 'Giovanni Ribisi', 'Akiko Takeshita', 'Kazuyoshi Minamimagoe', 'Kazuko Shibata', 'Take', 'Fumihiro Hayashi', 'Hiroko Kawasaki']",['Sofia Coppola']
67,154,Star Trek II: The Wrath of Khan,"['Action', 'Adventure', 'Science Fiction', 'Thriller']","['uss enterprise', 'asteroid', 'self sacrifice', 'midlife crisis', 'radiation', 'genetics', 'space opera']",12000000,96800000,22.43,7.30,675,113,1982,en,['United States of America'],['Paramount Pictures'],"['William Shatner', 'Leonard Nimoy', 'DeForest Kelley', 'James Doohan', 'George Takei', 'Walter Koenig', 'Nichelle Nichols', 'Ricardo Montalban', 'Bibi Besch', 'Merritt Butrick']",['Nicholas Meyer']
68,155,The Dark Knight,"['Drama', 'Action', 'Crime', 'Thriller']","['dc comics', 'crime fighter', 'secret identity', 'scarecrow', 'sadism', 'chaos', 'gotham city', 'vigilante', 'joker', 'superhero', 'based on comic book', 'tragic hero', 'organized crime', 'criminal mastermind', 'district attorney', 'imax', 'super villain', 'super powers', 'batman']",185000000,1004558444,187.32,8.20,12002,152,2008,en,"['United Kingdom', 'United States of America']","['DC Comics', 'Legendary Pictures', 'Warner Bros.', 'DC Entertainment', 'Syncopy']","['Christian Bale', 'Heath Ledger', 'Aaron Eckhart', 'Michael Caine', 'Maggie Gyllenhaal', 'Gary Oldman', 'Morgan Freeman', 'Monique Gabriela Curnen', 'Ron Dean', 'Cillian Murphy']",['Christopher Nolan']
69,161,Ocean's Eleven,"['Thriller', 'Crime']","['prison', 'pickpocket', 'strip club', 'con artist', 'atlantic city', 'cockney accent', 'las vegas', 'explosives expert', 'black and white scene']",85000000,450717150,60.93,7.20,3783,116,2001,en,['United States of America'],"['Village Roadshow Pictures', 'Section Eight', 'NPV Entertainment', 'Jerry Weintraub Productions', 'Warner Bros.', 'WV Films II']","['George Clooney', 'Brad Pitt', 'Matt Damon', 'Andy García', 'Julia Roberts', 'Casey Affleck', 'Scott Caan', 'Carl Reiner', 'Bernie Mac', 'Elliott Gould']",['Steven Soderbergh']
70,162,Edward Scissorhands,"['Fantasy', 'Drama', 'Romance']","['underdog', 'love at first sight', 'hairdresser', 'small town', 'scissors', 'inventor', 'burglar', 'unsociability']",20000000,53000000,47.51,7.50,3601,105,1990,en,['United States of America'],['Twentieth Century Fox Film Corporation'],"['Johnny Depp', 'Winona Ryder', 'Dianne Wiest', 'Alan Arkin', 'Anthony Michael Hall', 'Vincent Price', 'Kathy Baker', 'Robert Oliveri', 'Conchata Ferrell', 'Caroline Aaron']",['Tim Burton']
71,163,Ocean's Twelve,"['Thriller', 'Crime']","['sequel', 'golden egg']",110000000,362744280,76.84,6.40,2124,125,2004,en,['United States of America'],"['Village Roadshow Pictures', 'Section Eight', 'Jerry Weintraub Productions', 'Warner Bros.', 'WV Films III']","['George Clooney', 'Brad Pitt', 'Catherine Zeta-Jones', 'Julia Roberts', 'Andy García', 'Casey Affleck', 'Scott Caan', 'Shaobo Qin', 'Bernie Mac', 'Don Cheadle']",['Steven Soderbergh']
72,165,Back to the Future Part II,"['Adventure', 'Comedy', 'Family', 'Science Fiction']","['skateboarding', 'flying car', 'car race', 'delorean', 'lightning', 'inventor', 'time travel', 'sequel', 'diner', 'alternate history', 'teenager', 'walking cane']",40000000,332000000,43.35,7.40,3829,108,1989,en,['United States of America'],"['Universal Pictures', 'Amblin Entertainment', 'U-Drive Productions']","['Michael J. Fox', 'Christopher Lloyd', 'Lea Thompson', 'Elisabeth Shue', 'James Tolkan', 'Jeffrey Weissman', 'Casey Siemaszko', 'Billy Zane', 'Darlene Vogel', 'Elijah Wood']",['Robert Zemeckis']
73,167,K-PAX,"['Drama', 'Science Fiction']","['robbery', 'dream', 'hypnosis', 'investigation', 'murder', 'alien', 'hospital', 'planet', 'patient', 'medication', 'psychiatrist', 'science', 'mental']",48000000,50315140,30.92,7.10,695,120,2001,en,"['Germany', 'United Kingdom', 'United States of America']","['Intermedia Films', 'Lawrence Gordon Productions', 'Pathé Pictures International', 'IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG']","['Jeff Bridges', 'Kevin Spacey', 'Mary McCormack', 'Alfre Woodard', 'Ajay Naidu', 'Vincent Laresca', 'Kimberly Scott', 'Conchata Ferrell', 'Saul Williams', 'Peter Gerety']",['Iain Softley']
74,168,Star Trek IV: The Voyage Home,"['Science Fiction', 'Adventure']","['saving the world', 'san francisco', 'uss enterprise-a', 'time travel', 'whale', 'vulcan', 'space opera']",24000000,133000000,22.26,6.90,477,119,1986,en,['United States of America'],['Paramount Pictures'],"['William Shatner', 'Leonard Nimoy', 'DeForest Kelley', 'James Doohan', 'George Takei', 'Walter Koenig', 'Nichelle Nichols', 'Jane Wyatt', 'Catherine Hicks', 'Mark Lenard']",['Leonard Nimoy']
75,169,Predator 2,"['Science Fiction', 'Action', 'Thriller']","['predator', 'war on drugs', 'extraterrestrial technology', 'los angeles', 'invisible']",35000000,57120318,27.93,5.90,730,108,1990,en,['United States of America'],"['Twentieth Century Fox Film Corporation', 'Lawrence Gordon Productions', 'Davis Entertainment', 'Silver Pictures']","['Kevin Peter Hall', 'Danny Glover', 'Gary Busey', 'Rubén Blades', 'María Conchita Alonso', 'Bill Paxton', 'Adam Baldwin', 'Robert Davi', 'Kent McCord', 'Morton Downey, Jr.']",['Stephen Hopkins']
76,170,28 Days Later,"['Horror', 'Thriller', 'Science Fiction']","['london england', 'manchester city', 'submachine gun', 'gas station', 'survivor', 'daughter', 'zombie', 'virus']",5000000,82719885,45.49,7.10,1777,113,2002,en,['United Kingdom'],"['DNA Films', 'British Film Council']","['Cillian Murphy', 'Naomie Harris', 'Noah Huntley', 'Christopher Dunne', 'Emma Hitching', 'Alexander Delamere', 'Kim McGarrity', 'Brendan Gleeson', 'Megan Burns', 'Justin Hackney']",['Danny Boyle']
77,172,Star Trek V: The Final Frontier,"['Science Fiction', 'Action', 'Adventure', 'Thriller']","['federation', 'starfleet', 'uss enterprise-a', 'loss of brother', 'self sacrifice', 'hostage', 'liberation of hostage', 'romulans', 'klingon', 'vulcan', 'space opera']",30000000,70200000,19.58,5.60,376,107,1989,en,['United States of America'],['Paramount Pictures'],"['William Shatner', 'Leonard Nimoy', 'DeForest Kelley', 'James Doohan', 'George Takei', 'Walter Koenig', 'Nichelle Nichols', 'David Warner', 'Laurence Luckinbill', 'Charles Cooper']",['William Shatner']
